,date,weather_hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
0,2016-07-01,0,1000.4,1005.3,225.0,2.1,26.4,94.0,0.0
1,2016-07-01,3,1000.5,1005.3,187.0,2.7,29.0,76.0,0.0
2,2016-07-01,6,998.9,1003.7,212.0,2.9,31.7,67.0,0.0
3,2016-07-01,9,998.7,1003.5,244.0,2.7,31.6,59.0,0.0
4,2016-07-01,12,999.7,1004.5,222.0,1.3,29.9,68.0,0.0
5,2016-07-01,15,1000.0,1004.8,102.0,1.6,27.8,82.0,0.0
6,2016-07-01,18,998.8,1003.6,202.0,1.9,26.0,89.0,0.0
7,2016-07-01,21,1000.2,1005.0,334.0,2.2,25.5,90.0,0.0
8,2016-07-02,0,1001.6,1006.4,315.0,1.8,26.8,82.0,0.0
9,2016-07-02,3,1002.4,1007.2,46.0,3.2,30.0,70.0,0.0
10,2016-07-02,6,1001.3,1006.2,37.0,2.2,29.3,80.0,1.0
11,2016-07-02,9,1001.9,1006.8,345.0,2.4,25.9,95.0,10.2
12,2016-07-02,12,1003.6,1008.5,113.0,1.0,25.1,94.0,0.2
13,2016-07-02,15,1002.4,1007.3,138.0,1.0,25.3,96.0,0.0
14,2016-07-02,18,1000.9,1005.8,221.0,0.7,25.4,96.0,0.0
15,2016-07-02,21,1000.9,1005.8,999017.0,0.1,25.2,98.0,0.0
16,2016-07-03,0,1001.5,1006.4,220.0,1.5,25.8,97.0,0.0
17,2016-07-03,3,1001.5,1006.4,200.0,1.6,27.0,93.0,0.1
18,2016-07-03,6,1000.8,1005.7,207.0,1.8,27.4,92.0,0.0
19,2016-07-03,9,1000.8,1005.7,223.0,1.1,27.7,91.0,0.1
20,2016-07-03,12,1001.6,1006.5,137.0,0.6,26.9,91.0,0.0
21,2016-07-03,15,1002.2,1007.1,173.0,0.4,26.0,96.0,0.1
22,2016-07-03,18,1000.5,1005.4,330.0,0.7,25.7,98.0,0.4
23,2016-07-03,21,1000.4,1005.3,999017.0,0.0,25.7,98.0,0.0
24,2016-07-04,0,1000.6,1005.5,176.0,2.0,26.3,97.0,0.0
25,2016-07-04,3,1000.5,1005.3,179.0,2.1,31.8,69.0,0.0
26,2016-07-04,6,999.7,1004.5,160.0,1.7,34.7,56.0,0.0
27,2016-07-04,9,998.8,1003.6,287.0,1.4,34.8,55.0,0.0
28,2016-07-04,12,1001.1,1006.0,340.0,1.0,29.7,78.0,0.0
29,2016-07-04,15,1001.1,1005.9,188.0,1.3,27.8,79.0,0.0
30,2016-07-04,18,1000.8,1005.6,188.0,2.2,27.7,80.0,0.0
31,2016-07-04,21,1002.8,1007.6,261.0,0.3,26.5,87.0,0.0
32,2016-07-05,0,1003.9,1008.7,205.0,2.0,28.9,78.0,0.0
33,2016-07-05,3,1004.7,1009.5,122.0,1.2,33.2,62.0,0.0
34,2016-07-05,6,1003.7,1008.5,192.0,3.2,34.8,53.0,0.0
35,2016-07-05,9,1004.4,1009.3,334.0,5.3,28.7,74.0,0.0
36,2016-07-05,12,1006.7,1011.6,287.0,0.7,25.7,91.0,0.7
37,2016-07-05,15,1006.8,1011.7,224.0,2.0,25.0,93.0,0.7
38,2016-07-05,18,1006.5,1011.3,205.0,1.0,24.7,96.0,0.0
39,2016-07-05,21,1006.8,1011.7,229.0,1.2,24.6,96.0,0.0
40,2016-07-06,0,1007.5,1012.4,188.0,1.4,26.0,90.0,0.0
41,2016-07-06,3,1007.5,1012.4,183.0,2.3,32.0,63.0,0.0
42,2016-07-06,6,1006.4,1011.2,98.0,2.2,34.7,54.0,0.0
43,2016-07-06,9,1004.8,1009.6,94.0,2.0,34.2,54.0,0.0
44,2016-07-06,12,1006.0,1010.9,348.0,2.6,30.5,76.0,0.0
45,2016-07-06,15,1006.4,1011.2,326.0,1.9,28.4,84.0,0.0
46,2016-07-06,18,1005.5,1010.3,302.0,2.8,27.3,92.0,0.0
47,2016-07-06,21,1005.8,1010.6,311.0,1.5,26.9,93.0,0.0
48,2016-07-07,0,1005.8,1010.6,160.0,1.9,30.4,72.0,0.0
49,2016-07-07,3,1005.9,1010.7,276.0,1.1,32.0,63.0,0.0
50,2016-07-07,6,1003.7,1008.5,336.0,2.7,32.4,69.0,0.0
51,2016-07-07,9,1002.5,1007.3,76.0,5.1,31.5,68.0,0.0
52,2016-07-07,12,1003.4,1008.2,108.0,1.4,28.2,71.0,0.0
53,2016-07-07,15,1002.9,1007.7,47.0,2.1,28.0,84.0,0.0
54,2016-07-07,18,1002.4,1007.2,63.0,2.1,27.1,89.0,0.0
55,2016-07-07,21,1002.1,1006.9,24.0,1.8,26.8,90.0,0.0
56,2016-07-08,0,1002.8,1007.7,62.0,3.3,27.7,83.0,0.0
57,2016-07-08,3,1001.7,1006.5,100.0,3.3,31.5,65.0,0.0
58,2016-07-08,6,1000.5,1005.3,95.0,4.6,29.6,73.0,0.0
59,2016-07-08,9,999.1,1003.9,80.0,3.3,31.5,64.0,0.0
60,2016-07-08,12,1000.4,1005.2,56.0,2.9,28.3,79.0,0.0
61,2016-07-08,15,1000.4,1005.2,62.0,3.6,27.3,84.0,0.0
62,2016-07-08,18,999.3,1004.1,70.0,1.9,27.2,86.0,0.0
63,2016-07-08,21,999.7,1004.5,73.0,1.8,26.9,89.0,0.0
64,2016-07-09,0,1000.0,1004.8,76.0,1.8,27.2,89.0,0.0
65,2016-07-09,3,999.4,1004.2,78.0,3.7,29.4,78.0,0.0
66,2016-07-09,6,998.1,1002.9,85.0,4.4,30.1,74.0,0.0
67,2016-07-09,9,997.9,1002.8,71.0,2.7,27.1,92.0,7.3
68,2016-07-09,12,998.2,1003.1,63.0,2.2,26.7,93.0,0.2
69,2016-07-09,15,998.5,1003.3,89.0,3.0,27.0,92.0,0.0
70,2016-07-09,18,997.1,1001.9,76.0,2.8,26.8,91.0,0.0
71,2016-07-09,21,997.2,1002.0,96.0,2.5,26.8,91.0,0.0
72,2016-07-10,0,997.1,1001.9,30.0,1.9,28.1,87.0,0.0
73,2016-07-10,3,996.7,1001.5,102.0,1.9,30.9,76.0,0.0
74,2016-07-10,6,994.9,999.7,85.0,2.7,29.6,83.0,0.0
75,2016-07-10,9,994.6,999.4,58.0,2.9,28.7,81.0,0.0
76,2016-07-10,12,996.0,1000.8,35.0,1.8,27.9,87.0,0.0
77,2016-07-10,15,996.4,1001.2,45.0,1.6,27.4,92.0,0.1
78,2016-07-10,18,995.5,1000.3,73.0,0.7,27.0,95.0,0.1
79,2016-07-10,21,995.4,1000.2,43.0,0.8,26.4,97.0,0.0
80,2016-07-11,0,996.3,1001.1,171.0,1.4,27.4,92.0,0.0
81,2016-07-11,3,996.2,1001.0,251.0,1.1,27.7,91.0,0.7
82,2016-07-11,6,994.8,999.6,169.0,0.7,30.5,78.0,0.0
83,2016-07-11,9,994.1,998.9,81.0,2.4,30.3,80.0,0.0
84,2016-07-11,12,994.8,999.6,999017.0,0.2,27.3,94.0,2.7
85,2016-07-11,15,995.8,1000.6,206.0,1.3,26.4,97.0,0.5
86,2016-07-11,18,994.4,999.2,210.0,2.0,26.3,97.0,0.0
87,2016-07-11,21,995.2,1000.0,185.0,1.6,26.2,98.0,0.0
88,2016-07-12,0,996.7,1001.5,315.0,0.6,27.4,94.0,0.0
89,2016-07-12,3,996.5,1001.3,266.0,1.9,29.8,85.0,0.5
90,2016-07-12,6,994.9,999.7,152.0,1.8,34.7,60.0,0.0
91,2016-07-12,9,994.6,999.4,125.0,3.1,32.4,69.0,0.0
92,2016-07-12,12,995.6,1000.4,142.0,1.8,30.7,75.0,0.0
93,2016-07-12,15,996.1,1000.9,213.0,1.5,28.9,86.0,0.0
94,2016-07-12,18,995.4,1000.2,209.0,2.7,27.8,93.0,0.0
95,2016-07-12,21,995.9,1000.7,289.0,1.2,27.5,92.0,0.0
96,2016-07-13,0,997.4,1002.2,214.0,3.0,30.0,81.0,0.0
97,2016-07-13,3,997.1,1001.9,239.0,1.7,33.7,67.0,0.0
98,2016-07-13,6,995.5,1000.3,213.0,2.4,35.9,56.0,0.0
99,2016-07-13,9,996.0,1000.8,246.0,4.3,32.1,66.0,0.0
100,2016-07-13,12,998.0,1002.8,304.0,1.7,29.1,83.0,0.0
101,2016-07-13,15,999.2,1004.0,327.0,0.9,28.6,87.0,0.0
102,2016-07-13,18,998.1,1002.9,219.0,1.4,28.1,90.0,0.0
103,2016-07-13,21,998.6,1003.4,225.0,1.5,27.7,92.0,0.0
104,2016-07-14,0,999.1,1003.9,221.0,2.2,29.1,86.0,0.0
105,2016-07-14,3,998.8,1003.6,195.0,4.6,33.4,63.0,0.0
106,2016-07-14,6,997.1,1001.9,333.0,3.3,32.1,67.0,0.0
107,2016-07-14,9,997.9,1002.7,287.0,3.2,30.0,78.0,0.0
108,2016-07-14,12,998.4,1003.2,177.0,0.8,28.0,88.0,0.0
109,2016-07-14,15,998.7,1003.5,309.0,1.4,27.6,90.0,0.0
110,2016-07-14,18,997.7,1002.5,196.0,1.4,27.3,91.0,0.0
111,2016-07-14,21,996.8,1001.6,220.0,2.7,27.0,93.0,0.0
112,2016-07-15,0,997.1,1001.9,214.0,3.1,30.4,76.0,0.0
113,2016-07-15,3,996.0,1000.8,203.0,4.5,33.7,61.0,0.0
114,2016-07-15,6,994.6,999.4,211.0,2.3,36.3,52.0,0.0
115,2016-07-15,9,993.4,998.2,212.0,5.1,35.7,51.0,0.0
116,2016-07-15,12,994.7,999.5,229.0,2.1,33.0,60.0,0.0
117,2016-07-15,15,995.6,1000.4,227.0,2.1,31.4,68.0,0.0
118,2016-07-15,18,995.9,1000.6,287.0,1.9,29.4,80.0,0.0
119,2016-07-15,21,997.5,1002.3,340.0,4.1,25.2,90.0,0.3
120,2016-07-16,0,999.3,1004.1,340.0,2.6,24.0,93.0,2.0
121,2016-07-16,3,1000.4,1005.2,345.0,1.3,24.9,91.0,0.4
122,2016-07-16,6,1000.6,1005.5,233.0,0.4,25.3,90.0,0.0
123,2016-07-16,9,999.9,1004.8,86.0,1.7,25.9,87.0,0.0
124,2016-07-16,12,1002.1,1007.0,281.0,0.7,25.6,90.0,0.0
125,2016-07-16,15,1003.0,1007.9,220.0,1.0,25.8,89.0,0.0
126,2016-07-16,18,1002.2,1007.1,225.0,1.4,25.0,93.0,0.0
127,2016-07-16,21,1002.4,1007.3,232.0,1.5,24.7,95.0,0.0
128,2016-07-17,0,1003.6,1008.5,157.0,1.8,27.3,86.0,0.0
129,2016-07-17,3,1003.0,1007.9,260.0,2.7,30.7,66.0,0.0
130,2016-07-17,6,1001.7,1006.5,200.0,1.5,31.8,62.0,0.0
131,2016-07-17,9,1000.7,1005.5,239.0,1.3,32.6,60.0,0.0
132,2016-07-17,12,1002.0,1006.8,65.0,3.1,30.0,78.0,0.0
133,2016-07-17,15,1002.3,1007.1,61.0,1.3,28.5,87.0,0.0
134,2016-07-17,18,1001.5,1006.3,226.0,1.5,26.9,94.0,0.0
135,2016-07-17,21,1001.4,1006.2,225.0,0.7,26.1,96.0,0.0
136,2016-07-18,0,1002.5,1007.3,174.0,1.3,28.9,80.0,0.0
137,2016-07-18,3,1001.4,1006.2,170.0,0.9,32.7,63.0,0.0
138,2016-07-18,6,999.4,1004.2,67.0,2.1,33.5,57.0,0.0
139,2016-07-18,9,999.1,1003.9,302.0,0.8,29.2,83.0,0.0
140,2016-07-18,12,1000.5,1005.4,240.0,1.3,25.2,92.0,0.1
141,2016-07-18,15,1001.2,1006.0,183.0,1.0,25.0,90.0,0.0
142,2016-07-18,18,1000.4,1005.2,242.0,0.3,24.8,91.0,0.0
143,2016-07-18,21,1000.1,1005.0,220.0,1.3,24.8,92.0,0.0
144,2016-07-19,0,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0
145,2016-07-19,3,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0
146,2016-07-19,6,999.7,1004.5,239.0,1.9,31.8,64.0,0.0
147,2016-07-19,9,998.7,1003.5,218.0,2.0,31.5,69.0,0.0
148,2016-07-19,12,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0
149,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0
150,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0
151,2016-07-19,21,999.0,1003.8,208.0,2.0,26.5,93.0,0.0
152,2016-07-20,0,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0
153,2016-07-20,3,999.7,1004.5,207.0,5.4,34.8,48.0,0.0
154,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0
155,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0
156,2016-07-20,12,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0
157,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0
158,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0
159,2016-07-20,21,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0
160,2016-07-21,0,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0
161,2016-07-21,3,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0
162,2016-07-21,6,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0
163,2016-07-21,9,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0
164,2016-07-21,12,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0
165,2016-07-21,15,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0
166,2016-07-21,18,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0
167,2016-07-21,21,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0
168,2016-07-22,0,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0
169,2016-07-22,3,1002.7,1007.5,212.0,3.0,35.5,51.0,0.0
170,2016-07-22,6,1001.0,1005.8,220.0,3.6,37.6,45.0,0.0
171,2016-07-22,9,1000.0,1004.8,226.0,1.9,37.2,45.0,0.0
172,2016-07-22,12,1000.7,1005.5,238.0,1.7,33.4,54.0,0.0
173,2016-07-22,15,1001.7,1006.5,190.0,1.6,31.3,67.0,0.0
174,2016-07-22,18,1000.9,1005.7,205.0,2.1,29.8,74.0,0.0
175,2016-07-22,21,1001.2,1006.0,207.0,1.3,27.7,83.0,0.0
176,2016-07-23,0,1002.7,1007.5,221.0,2.4,31.3,69.0,0.0
177,2016-07-23,3,1002.5,1007.3,169.0,2.6,36.2,52.0,0.0
178,2016-07-23,6,1000.5,1005.3,206.0,1.8,38.3,42.0,0.0
179,2016-07-23,9,999.7,1004.5,236.0,1.6,38.0,45.0,0.0
180,2016-07-23,12,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0
181,2016-07-23,15,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0
182,2016-07-23,18,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0
183,2016-07-23,21,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0
184,2016-07-24,0,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0
185,2016-07-24,3,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0
186,2016-07-24,6,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0
187,2016-07-24,9,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0
188,2016-07-24,12,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0
189,2016-07-24,15,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0
190,2016-07-24,18,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0
191,2016-07-24,21,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0
192,2016-07-25,0,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0
193,2016-07-25,3,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0
194,2016-07-25,6,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0
195,2016-07-25,9,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0
196,2016-07-25,12,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0
197,2016-07-25,15,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0
198,2016-07-25,18,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0
199,2016-07-25,21,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0
200,2016-07-26,0,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0
201,2016-07-26,3,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0
202,2016-07-26,6,999.0,1003.7,254.0,2.2,38.4,43.0,0.0
203,2016-07-26,9,998.2,1002.9,291.0,1.5,38.8,42.0,0.0
204,2016-07-26,12,999.6,1004.4,197.0,1.1,32.3,57.0,0.0
205,2016-07-26,15,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0
206,2016-07-26,18,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0
207,2016-07-26,21,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0
208,2016-07-27,0,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0
209,2016-07-27,3,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0
210,2016-07-27,6,998.8,1003.5,189.0,1.7,38.6,42.0,0.0
211,2016-07-27,9,998.7,1003.4,240.0,2.8,38.2,42.0,0.0
212,2016-07-27,12,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0
213,2016-07-27,15,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0
214,2016-07-27,18,1001.1,1005.8,281.0,0.9,30.1,69.0,0.0
215,2016-07-27,21,1001.1,1005.9,222.0,1.4,29.5,75.0,0.0
216,2016-07-28,0,1001.9,1006.7,242.0,1.7,31.9,70.0,0.0
217,2016-07-28,3,1001.5,1006.3,206.0,1.4,36.7,55.0,0.0
218,2016-07-28,6,1000.3,1005.0,202.0,3.3,38.6,43.0,0.0
219,2016-07-28,9,999.7,1004.5,128.0,2.0,38.0,44.0,0.0
220,2016-07-28,12,1000.4,1005.2,135.0,1.7,34.7,54.0,0.0
221,2016-07-28,15,1001.5,1006.2,169.0,1.8,33.5,58.0,0.0
222,2016-07-28,18,1001.3,1006.0,228.0,2.7,30.7,70.0,0.0
223,2016-07-28,21,1001.4,1006.2,220.0,1.8,29.6,72.0,0.0
224,2016-07-29,0,1002.9,1007.7,216.0,2.4,31.9,65.0,0.0
225,2016-07-29,3,1002.7,1007.4,300.0,2.3,36.3,49.0,0.0
226,2016-07-29,6,1001.0,1005.7,27.0,2.4,38.3,43.0,0.0
227,2016-07-29,9,1000.3,1005.1,82.0,5.4,38.0,44.0,0.0
228,2016-07-29,12,1001.7,1006.5,98.0,2.3,34.2,57.0,0.0
229,2016-07-29,15,1002.2,1007.0,184.0,1.5,32.8,63.0,0.0
230,2016-07-29,18,1001.5,1006.2,230.0,0.9,30.9,71.0,0.0
231,2016-07-29,21,1002.1,1006.9,222.0,1.5,29.3,77.0,0.0
232,2016-07-30,0,1003.4,1008.2,213.0,1.0,31.9,66.0,0.0
233,2016-07-30,3,1003.3,1008.1,159.0,1.3,36.3,52.0,0.0
234,2016-07-30,6,1002.1,1006.9,50.0,4.0,37.0,47.0,0.0
235,2016-07-30,9,1000.6,1005.4,80.0,2.8,36.1,53.0,0.0
236,2016-07-30,12,1001.9,1006.7,61.0,2.9,33.1,68.0,0.0
237,2016-07-30,15,1003.0,1007.8,57.0,1.9,31.8,71.0,0.0
238,2016-07-30,18,1002.7,1007.5,162.0,2.4,30.7,68.0,0.0
239,2016-07-30,21,1002.5,1007.3,125.0,1.9,29.5,68.0,0.0
240,2016-07-31,0,1003.9,1008.7,161.0,3.4,31.2,63.0,0.0
241,2016-07-31,3,1003.7,1008.5,105.0,1.0,34.8,50.0,0.0
242,2016-07-31,6,1002.0,1006.8,39.0,3.4,35.8,49.0,0.0
243,2016-07-31,9,1000.8,1005.6,81.0,4.9,34.4,60.0,0.0
244,2016-07-31,12,1002.1,1006.9,64.0,4.4,31.7,65.0,0.0
245,2016-07-31,15,1003.2,1008.0,126.0,1.9,30.4,65.0,0.0
246,2016-07-31,18,1002.2,1007.0,115.0,1.9,29.2,70.0,0.0
247,2016-07-31,21,1002.8,1007.6,116.0,0.9,28.2,72.0,0.0
248,2016-08-01,0,1003.5,1008.3,102.0,1.8,31.7,61.0,0.0
249,2016-08-01,3,1002.4,1007.2,151.0,1.7,33.7,56.0,0.0
250,2016-08-01,6,1001.1,1005.9,65.0,2.5,34.4,56.0,0.0
251,2016-08-01,9,1000.1,1004.9,80.0,2.1,34.5,59.0,0.0
252,2016-08-01,12,1000.9,1005.7,57.0,2.0,31.0,77.0,0.0
253,2016-08-01,15,1001.8,1006.6,125.0,1.4,30.9,76.0,0.0
254,2016-08-01,18,1001.2,1006.0,177.0,2.5,30.3,69.0,0.0
255,2016-08-01,21,1000.9,1005.7,172.0,1.4,29.2,73.0,0.0
256,2016-08-02,0,1001.9,1006.7,195.0,1.7,30.8,65.0,0.0
257,2016-08-02,3,1001.8,1006.6,175.0,3.0,34.9,53.0,0.0
258,2016-08-02,6,999.5,1004.3,216.0,2.8,37.3,44.0,0.0
259,2016-08-02,9,998.0,1002.8,51.0,1.7,34.8,56.0,0.0
260,2016-08-02,12,1000.1,1004.9,88.0,2.3,30.9,70.0,0.0
261,2016-08-02,15,1003.1,1007.9,310.0,3.1,24.5,94.0,4.8
262,2016-08-02,18,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6
263,2016-08-02,21,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3
264,2016-08-03,0,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0
265,2016-08-03,3,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0
266,2016-08-03,6,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0
267,2016-08-03,9,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0
268,2016-08-03,12,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0
269,2016-08-03,15,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0
270,2016-08-03,18,1002.8,1007.6,226.0,1.8,26.0,85.0,0.0
271,2016-08-03,21,1003.5,1008.3,999017.0,0.0,25.6,89.0,0.0
272,2016-08-04,0,1004.5,1009.3,223.0,2.5,28.4,79.0,0.0
273,2016-08-04,3,1004.3,1009.1,207.0,2.0,31.7,66.0,0.0
274,2016-08-04,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0
275,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7
276,2016-08-04,12,1004.3,1009.2,242.0,1.1,26.4,94.0,1.4
277,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0
278,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0
279,2016-08-04,21,1003.6,1008.5,273.0,0.5,24.9,94.0,0.0
280,2016-08-05,0,1004.5,1009.4,200.0,0.6,27.1,87.0,0.0
281,2016-08-05,3,1003.6,1008.5,280.0,1.9,31.5,70.0,0.0
282,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0
283,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0
284,2016-08-05,12,1002.0,1006.8,305.0,2.9,29.5,76.0,0.0
285,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0
