"tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__8","hour__9","hour__18","hour__19","X0","X20","X40","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","X1","X2","X3","X4","X5","X6"
2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,129,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,98,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,89,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,78,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,59,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1008.3,1013.3,351,5.3,23.8,72,0.1,0,0,0,0,0,0
2,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",0,55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",0,50,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",0,49,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",0,44,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",0,49,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",0,41,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1011.1,1016.1,333,2.4,20.2,75,0,129,122,98,89,78,59
2,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0,112,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0,111,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0,112,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",0,105,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",0,99,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",0,87,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1012.6,1017.6,11,4.5,25.4,42,0,55,50,49,44,49,41
2,"[2016-09-20 18:00:00,2016-09-20 18:20:00)",0,77,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-20 18:20:00,2016-09-20 18:40:00)",0,60,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-20 18:40:00,2016-09-20 19:00:00)",0,56,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-20 19:00:00,2016-09-20 19:20:00)",0,61,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-20 19:20:00,2016-09-20 19:40:00)",0,27,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-20 19:40:00,2016-09-20 20:00:00)",0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1013.8,1018.8,327,1.4,19.4,74,0,112,111,112,105,99,87
2,"[2016-09-21 08:00:00,2016-09-21 08:20:00)",0,37,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 08:20:00,2016-09-21 08:40:00)",0,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 08:40:00,2016-09-21 09:00:00)",0,66,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 09:00:00,2016-09-21 09:20:00)",0,104,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 09:20:00,2016-09-21 09:40:00)",0,100,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 09:40:00,2016-09-21 10:00:00)",0,80,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1013.2,1018.2,348,1.5,24.9,67,0,77,60,56,61,27,40
2,"[2016-09-21 18:00:00,2016-09-21 18:20:00)",0,58,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-21 18:20:00,2016-09-21 18:40:00)",0,72,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-21 18:40:00,2016-09-21 19:00:00)",0,49,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-21 19:00:00,2016-09-21 19:20:00)",0,47,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-21 19:20:00,2016-09-21 19:40:00)",0,35,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-21 19:40:00,2016-09-21 20:00:00)",0,38,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1013.1,1018.1,341,1.7,20.2,94,0,37,30,66,104,100,80
2,"[2016-09-22 08:00:00,2016-09-22 08:20:00)",0,108,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 08:20:00,2016-09-22 08:40:00)",0,110,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 08:40:00,2016-09-22 09:00:00)",0,101,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 09:00:00,2016-09-22 09:20:00)",0,96,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 09:20:00,2016-09-22 09:40:00)",0,81,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 09:40:00,2016-09-22 10:00:00)",0,65,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1010.6,1015.6,91,2.6,26.8,57,0,58,72,49,47,35,38
2,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,83,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,63,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,53,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,31,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,29,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1011.6,1016.5,33,1.1,21.9,84,0,108,110,101,96,81,65
2,"[2016-09-23 08:00:00,2016-09-23 08:20:00)",0,112,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 08:20:00,2016-09-23 08:40:00)",0,106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 08:40:00,2016-09-23 09:00:00)",0,118,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 09:00:00,2016-09-23 09:20:00)",0,92,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 09:20:00,2016-09-23 09:40:00)",0,93,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 09:40:00,2016-09-23 10:00:00)",0,76,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1008.2,1013.2,96,4.5,27.2,61,0,83,63,53,39,31,29
2,"[2016-09-23 18:00:00,2016-09-23 18:20:00)",0,80,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-23 18:20:00,2016-09-23 18:40:00)",0,71,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-23 18:40:00,2016-09-23 19:00:00)",0,80,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-23 19:00:00,2016-09-23 19:20:00)",0,63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-23 19:20:00,2016-09-23 19:40:00)",0,57,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-23 19:40:00,2016-09-23 20:00:00)",0,62,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.8,1013.7,317,1.8,21.4,88,0,112,106,118,92,93,76
2,"[2016-09-24 08:00:00,2016-09-24 08:20:00)",0,74,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 08:20:00,2016-09-24 08:40:00)",0,86,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 08:40:00,2016-09-24 09:00:00)",0,91,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 09:00:00,2016-09-24 09:20:00)",0,94,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 09:20:00,2016-09-24 09:40:00)",0,96,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 09:40:00,2016-09-24 10:00:00)",0,100,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1006.3,1011.2,78,5.2,27.8,64,0,80,71,80,63,57,62
2,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",0,34,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1007.1,1012,325,1.4,21.9,91,0,74,86,91,94,96,100
2,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1007.1,1012,325,1.4,21.9,91,0,74,86,91,94,96,100
2,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",0,9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1007.1,1012,325,1.4,21.9,91,0,74,86,91,94,96,100
2,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",0,34,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1007.1,1012,325,1.4,21.9,91,0,74,86,91,94,96,100
2,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",0,70,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,74,86,91,94,96,100
2,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",0,75,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,74,86,91,94,96,100
2,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",0,90,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1006.6,1011.5,57,2.8,28.9,57,0,34,1,9,34,70,75
2,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0,64,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1006.6,1011.5,57,2.8,28.9,57,0,34,1,9,34,70,75
2,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0,104,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1006.6,1011.5,57,2.8,28.9,57,0,34,1,9,34,70,75
2,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0,93,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1006.6,1011.5,57,2.8,28.9,57,0,34,1,9,34,70,75
2,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",0,71,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,34,1,9,34,70,75
2,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",0,66,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,34,1,9,34,70,75
2,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",0,41,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1007.2,1012.1,11,0.9,22.8,87,0,90,64,104,93,71,66
2,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",0,43,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1007.2,1012.1,11,0.9,22.8,87,0,90,64,104,93,71,66
2,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",0,44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1007.2,1012.1,11,0.9,22.8,87,0,90,64,104,93,71,66
2,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",0,39,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1007.2,1012.1,11,0.9,22.8,87,0,90,64,104,93,71,66
2,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",0,117,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,90,64,104,93,71,66
2,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",0,130,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,90,64,104,93,71,66
2,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",0,121,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1005.6,1010.5,81,2.6,28.9,66,0,41,43,44,39,117,130
2,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",0,126,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1005.6,1010.5,81,2.6,28.9,66,0,41,43,44,39,117,130
2,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",0,120,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1005.6,1010.5,81,2.6,28.9,66,0,41,43,44,39,117,130
2,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",0,81,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1005.6,1010.5,81,2.6,28.9,66,0,41,43,44,39,117,130
2,"[2016-09-26 18:00:00,2016-09-26 18:20:00)",0,63,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,41,43,44,39,117,130
2,"[2016-09-26 18:20:00,2016-09-26 18:40:00)",0,52,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,41,43,44,39,117,130
2,"[2016-09-26 18:40:00,2016-09-26 19:00:00)",0,48,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:00:00,2016-09-26 19:20:00)",0,35,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:20:00,2016-09-26 19:40:00)",0,37,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-26 19:40:00,2016-09-26 20:00:00)",0,32,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1005.7,1010.6,46,1.3,24.7,92,0,121,126,120,81,63,52
2,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",0,128,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,121,126,120,81,63,52
2,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",0,117,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,121,126,120,81,63,52
2,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",0,131,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",0,111,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",0,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",0,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1004.6,1009.5,104,4.2,28.7,72,0,48,35,37,32,128,117
2,"[2016-09-27 18:00:00,2016-09-27 18:20:00)",0,43,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,48,35,37,32,128,117
2,"[2016-09-27 18:20:00,2016-09-27 18:40:00)",0,64,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,48,35,37,32,128,117
2,"[2016-09-27 18:40:00,2016-09-27 19:00:00)",0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:00:00,2016-09-27 19:20:00)",0,24,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:20:00,2016-09-27 19:40:00)",0,29,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-27 19:40:00,2016-09-27 20:00:00)",0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1004.2,1009.1,56,1.7,26.2,95,1.2,131,111,90,94,43,64
2,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",0,105,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,35,35,23,21,43,54
2,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",0,99,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,35,35,23,21,43,54
2,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",0,114,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",0,117,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",0,102,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",0,82,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1006.4,1011.4,356,4,20.6,96,1.4,52,42,54,48,105,99
2,"[2016-09-29 18:00:00,2016-09-29 18:20:00)",0,70,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,52,42,54,48,105,99
2,"[2016-09-29 18:20:00,2016-09-29 18:40:00)",0,67,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,52,42,54,48,105,99
2,"[2016-09-29 18:40:00,2016-09-29 19:00:00)",0,58,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:00:00,2016-09-29 19:20:00)",0,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:20:00,2016-09-29 19:40:00)",0,44,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",0,41,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1006.4,1011.4,354,1.8,19.6,97,0.2,114,117,102,82,70,67
2,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",0,114,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1006.2,1011.2,16,3.5,24.1,81,0,114,117,102,82,70,67
2,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",0,104,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1006.2,1011.2,16,3.5,24.1,81,0,114,117,102,82,70,67
2,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",0,107,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",0,91,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",0,92,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",0,75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1006.2,1011.2,16,3.5,24.1,81,0,58,45,44,41,114,104
2,"[2016-09-30 18:00:00,2016-09-30 18:20:00)",0,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1008.8,1013.8,319,0.9,20.9,96,0,58,45,44,41,114,104
2,"[2016-09-30 18:20:00,2016-09-30 18:40:00)",0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1008.8,1013.8,319,0.9,20.9,96,0,58,45,44,41,114,104
2,"[2016-09-30 18:40:00,2016-09-30 19:00:00)",0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1008.8,1013.8,319,0.9,20.9,96,0,107,91,92,75,25,32
